"date","time","amazonID","exp_condition","isLeftRisky","indivOrGroup","riskDistributionId","groupSize","room","confirmationID","subjectNumber","round","choice","payoff","totalEarning","socialFreq_safe1","socialFreq_safe2","socialFreq_safe3","socialFreq_risky","behaviouralType","timeElapsed","latency","socialInfo_00","socialInfo_01","socialInfo_02","socialInfo_03","socialInfo_04","socialInfo_05","socialInfo_06","socialInfo_07","socialInfo_08","socialInfo_09","socialInfo_10","socialInfo_11","publicInfo_00","publicInfo_01","publicInfo_02","publicInfo_03","publicInfo_04","publicInfo_05","publicInfo_06","publicInfo_07","publicInfo_08","publicInfo_09","publicInfo_10","publicInfo_11","best_risky_choice","best_safe_choice","poor_safe_choice","third_option_choice","risky_choice","indivOrGroup_factor","riskDistributionId_factor","room2","choice_num","sub","group"
"2020-10-22","13:38:22","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,1,"sure3",100,100,0,0,0,0,"choice",5338,0,"-1","-1","-1","-1","-1","-1",NA,NA,NA,NA,NA,NA,-1,-1,-1,-1,-1,-1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,"Social","Con: 0","102_session_602",2,1,3
"2020-10-22","13:38:30","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,2,"sure3",104,204,3,1,1,0,"choice",12990,0,"sure1","sure2","sure1","sure1","sure3","",NA,NA,NA,NA,NA,NA,157,119,151,142,100,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,"Social","Con: 0","102_session_602",2,1,3
"2020-10-22","13:38:45","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,3,"risky",438,642,1,1,2,1,"choice",28232,0,"sure1","sure3","sure2","sure3","risky","",NA,NA,NA,NA,NA,NA,173,104,126,100,427,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:38:57","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,4,"risky",424,1066,1,0,2,2,"choice",39813,0,"sure3","risky","sure1","risky","sure3","",NA,NA,NA,NA,NA,NA,114,32,130,438,105,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:39:3","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,5,"risky",55,1121,0,1,1,3,"choice",45461,0,"sure3","sure2","risky","risky","risky","",NA,NA,NA,NA,NA,NA,98,117,51,424,48,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:39:15","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,6,"risky",416,1537,3,0,1,1,"choice",57775,0,"risky","sure1","sure1","sure1","sure3","",NA,NA,NA,NA,NA,NA,55,142,137,155,106,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:39:21","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,7,"risky",429,1966,2,2,0,1,"choice",63873,0,"sure1","sure2","sure1","risky","sure2","",NA,NA,NA,NA,NA,NA,137,130,141,416,141,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:39:33","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,8,"risky",55,2021,1,1,2,1,"choice",75553,0,"sure3","sure2","sure3","risky","sure1","",NA,NA,NA,NA,NA,NA,115,128,90,429,163,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:39:37","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,9,"risky",429,2450,1,1,1,2,"choice",80418,0,"sure3","sure1","sure2","risky","risky","",NA,NA,NA,NA,NA,NA,103,141,113,442,55,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:39:42","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,10,"risky",435,2885,2,1,1,1,"choice",84940,0,"sure3","sure1","risky","sure1","sure2","",NA,NA,NA,NA,NA,NA,122,147,429,135,118,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:39:51","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,11,"risky",42,2927,2,1,1,1,"choice",93570,0,"sure1","risky","sure3","sure1","sure2","",NA,NA,NA,NA,NA,NA,149,435,90,160,128,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:39:56","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,12,"risky",60,2987,2,1,1,1,"choice",98551,0,"sure3","sure1","sure2","sure1","risky","",NA,NA,NA,NA,NA,NA,91,154,131,153,42,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:2","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,13,"risky",410,3397,2,1,0,2,"choice",104587,0,"sure1","risky","risky","sure2","sure1","",NA,NA,NA,NA,NA,NA,129,39,60,132,154,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:8","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,14,"risky",57,3454,1,1,2,1,"choice",110675,0,"sure3","sure1","risky","sure2","sure3","",NA,NA,NA,NA,NA,NA,93,158,410,110,103,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:13","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,15,"risky",431,3885,1,1,1,2,"choice",116113,0,"risky","sure1","sure2","sure3","risky","",NA,NA,NA,NA,NA,NA,50,152,124,104,57,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:20","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,16,"risky",445,4330,2,1,0,2,"choice",122713,0,"sure1","risky","risky","sure2","sure1","",NA,NA,NA,NA,NA,NA,136,431,45,117,142,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:25","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,17,"risky",53,4383,1,0,3,1,"choice",128059,0,"sure3","risky","sure1","sure3","sure3","",NA,NA,NA,NA,NA,NA,82,445,165,100,101,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:33","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,18,"risky",55,4438,1,1,2,1,"choice",136016,0,"sure3","sure2","sure3","risky","sure1","",NA,NA,NA,NA,NA,NA,100,133,86,53,142,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:38","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,19,"risky",416,4854,0,3,1,1,"choice",1158,0,"sure2","sure2","sure3","risky","sure2","",NA,NA,NA,NA,NA,NA,123,126,94,55,125,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:46","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,20,"risky",54,4908,3,1,0,1,"choice",9019,0,"sure1","sure2","risky","sure1","sure1","",NA,NA,NA,NA,NA,NA,139,136,416,154,149,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:53","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,21,"risky",46,4954,2,0,2,1,"choice",16391,0,"sure1","sure3","sure3","risky","sure1","",NA,NA,NA,NA,NA,NA,166,117,101,54,144,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:40:58","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,22,"risky",429,5383,3,1,0,1,"choice",21509,0,"sure1","sure1","sure2","risky","sure1","",NA,NA,NA,NA,NA,NA,137,156,130,46,154,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:3","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,23,"risky",61,5444,3,0,1,1,"choice",26436,0,"sure1","sure1","sure1","risky","sure3","",NA,NA,NA,NA,NA,NA,145,153,149,429,105,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:11","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,24,"risky",76,5520,2,2,0,1,"choice",34069,0,"sure1","sure2","sure2","sure1","risky","",NA,NA,NA,NA,NA,NA,157,124,123,150,61,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:17","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,25,"risky",54,5574,2,0,2,1,"choice",39973,0,"sure1","sure3","sure1","sure3","risky","",NA,NA,NA,NA,NA,NA,147,106,152,98,76,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:23","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,26,"risky",43,5617,2,2,0,1,"choice",46508,0,"sure1","sure1","sure2","sure2","risky","",NA,NA,NA,NA,NA,NA,148,151,126,106,54,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:29","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,27,"risky",432,6049,1,2,1,1,"choice",52047,0,"sure1","sure2","sure2","sure3","risky","",NA,NA,NA,NA,NA,NA,160,117,132,107,43,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:35","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,28,"risky",65,6114,1,2,1,1,"choice",57801,0,"sure1","sure2","sure2","sure3","risky","",NA,NA,NA,NA,NA,NA,146,118,128,108,432,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:41","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,29,"risky",414,6528,0,2,2,1,"choice",63682,0,"sure3","sure2","sure2","risky","sure3","",NA,NA,NA,NA,NA,NA,104,118,109,65,95,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:45","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,30,"risky",56,6584,3,0,0,2,"choice",68290,0,"risky","sure1","sure1","sure1","risky","",NA,NA,NA,NA,NA,NA,37,150,140,154,414,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:51","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,31,"risky",421,7005,2,2,0,1,"choice",74143,0,"sure1","sure2","sure2","risky","sure1","",NA,NA,NA,NA,NA,NA,145,131,128,56,154,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:41:57","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,32,"risky",36,7041,2,0,2,1,"choice",80310,0,"sure3","sure1","risky","sure3","sure1","",NA,NA,NA,NA,NA,NA,82,152,421,114,132,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:2","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,33,"risky",439,7480,2,2,0,1,"choice",84588,0,"sure1","sure2","sure1","sure2","risky","",NA,NA,NA,NA,NA,NA,150,111,131,119,36,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:5","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,34,"risky",47,7527,1,0,3,1,"choice",88082,0,"sure3","sure1","risky","sure3","sure3","",NA,NA,NA,NA,NA,NA,91,160,439,101,109,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:12","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,35,"risky",60,7587,0,1,2,2,"choice",94741,0,"risky","sure3","sure2","sure3","risky","",NA,NA,NA,NA,NA,NA,47,118,133,100,43,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:16","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,36,"risky",419,8006,3,1,0,1,"choice",99314,0,"sure1","sure1","sure1","sure2","risky","",NA,NA,NA,NA,NA,NA,160,152,135,145,60,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:20","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,37,"risky",431,8437,2,0,2,1,"choice",103367,0,"sure3","sure1","sure1","sure3","risky","",NA,NA,NA,NA,NA,NA,103,139,143,100,419,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:26","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,38,"risky",37,8474,3,1,0,1,"choice",108815,0,"sure1","sure1","risky","sure2","sure1","",NA,NA,NA,NA,NA,NA,134,157,431,131,150,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:32","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,39,"risky",65,8539,2,0,2,1,"choice",1517,0,"sure1","sure3","sure3","risky","sure1","",NA,NA,NA,NA,NA,NA,154,91,101,37,155,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:37","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,40,"risky",50,8589,3,1,0,1,"choice",6542,0,"sure1","sure1","sure2","risky","sure1","",NA,NA,NA,NA,NA,NA,146,144,126,65,144,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:42","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,41,"risky",51,8640,2,0,1,2,"choice",11546,0,"risky","sure1","sure3","risky","sure1","",NA,NA,NA,NA,NA,NA,28,145,96,50,136,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:46","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,42,"risky",52,8692,2,1,0,2,"choice",16077,0,"sure1","sure1","risky","sure2","risky","",NA,NA,NA,NA,NA,NA,155,152,428,122,51,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:52","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,43,"risky",48,8740,2,0,1,2,"choice",21989,0,"sure1","sure1","risky","sure3","risky","",NA,NA,NA,NA,NA,NA,139,160,41,107,52,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:42:57","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,44,"risky",52,8792,1,2,0,2,"choice",26784,0,"sure2","sure1","risky","sure2","risky","",NA,NA,NA,NA,NA,NA,133,140,16,118,48,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:2","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,45,"risky",53,8845,1,1,1,2,"choice",31946,0,"sure2","risky","sure1","sure3","risky","",NA,NA,NA,NA,NA,NA,131,430,144,97,52,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:6","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,46,"risky",25,8870,2,0,0,3,"choice",35349,0,"risky","sure1","sure1","risky","risky","",NA,NA,NA,NA,NA,NA,412,137,160,66,53,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:11","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,47,"risky",418,9288,1,1,1,2,"choice",40917,0,"risky","sure3","sure1","risky","sure2","",NA,NA,NA,NA,NA,NA,50,124,140,25,146,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:16","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,48,"risky",419,9707,2,1,0,2,"choice",45856,0,"risky","sure1","sure1","sure2","risky","",NA,NA,NA,NA,NA,NA,44,154,157,120,418,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:20","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,49,"risky",420,10127,2,0,1,2,"choice",50189,0,"sure1","risky","sure1","sure3","risky","",NA,NA,NA,NA,NA,NA,154,51,138,95,419,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:25","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,50,"risky",414,10541,2,1,0,2,"choice",54649,0,"risky","sure1","sure1","sure2","risky","",NA,NA,NA,NA,NA,NA,30,123,134,102,420,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:30","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,51,"risky",426,10967,2,0,1,2,"choice",59474,0,"risky","sure1","sure1","sure3","risky","",NA,NA,NA,NA,NA,NA,423,157,163,107,414,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:38","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,52,"risky",63,11030,2,1,0,2,"choice",67950,0,"sure1","sure1","risky","sure2","risky","",NA,NA,NA,NA,NA,NA,151,161,57,135,426,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:43","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,53,"risky",45,11075,2,0,1,2,"choice",72360,0,"risky","sure1","sure1","sure3","risky","",NA,NA,NA,NA,NA,NA,51,140,165,80,63,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:43:48","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,54,"sure1",168,11243,2,1,0,2,"choice",77818,0,"risky","sure1","sure1","sure2","risky","",NA,NA,NA,NA,NA,NA,44,153,136,118,45,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,"Social","Con: 0","102_session_602",0,1,3
"2020-10-22","13:43:57","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,55,"sure1",152,11395,3,1,0,1,"choice",87137,0,"risky","sure1","sure1","sure2","sure1","",NA,NA,NA,NA,NA,NA,49,153,147,124,168,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,"Social","Con: 0","102_session_602",0,1,3
"2020-10-22","13:44:2","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,56,"risky",424,11819,3,0,1,1,"choice",91457,0,"risky","sure1","sure1","sure3","sure1","",NA,NA,NA,NA,NA,NA,423,144,152,104,152,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:44:8","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,57,"risky",40,11859,3,1,0,1,"choice",97495,0,"sure1","sure2","sure1","sure1","risky","",NA,NA,NA,NA,NA,NA,155,121,134,140,424,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:44:13","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,58,"risky",52,11911,3,0,0,2,"choice",103193,0,"sure1","sure1","sure1","risky","risky","",NA,NA,NA,NA,NA,NA,175,151,133,43,40,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:44:18","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,59,"risky",42,11953,3,1,0,1,"choice",108268,0,"sure1","sure1","sure1","sure2","risky","",NA,NA,NA,NA,NA,NA,160,160,139,120,52,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:44:22","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,60,"risky",55,12008,3,0,1,1,"choice",111975,0,"sure1","sure1","sure3","sure1","risky","",NA,NA,NA,NA,NA,NA,159,141,105,157,42,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:44:29","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,61,"risky",60,12068,2,1,0,2,"choice",118879,0,"risky","sure1","risky","sure1","sure2","",NA,NA,NA,NA,NA,NA,42,143,55,159,133,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:44:35","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,62,"risky",427,12495,1,1,1,2,"choice",125168,0,"sure3","risky","sure2","sure1","risky","",NA,NA,NA,NA,NA,NA,103,429,130,159,60,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:44:39","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,63,"risky",46,12541,2,0,1,2,"choice",129124,0,"risky","sure1","sure3","sure1","risky","",NA,NA,NA,NA,NA,NA,58,151,98,136,427,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:44:53","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,64,"risky",41,12582,2,0,1,2,"choice",142281,0,"sure1","sure3","risky","risky","sure1","",NA,NA,NA,NA,NA,NA,146,110,46,412,131,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:45:9","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,65,"risky",431,13013,1,1,1,2,"choice",159199,0,"risky","sure2","risky","sure1","sure3","",NA,NA,NA,NA,NA,NA,435,137,41,158,98,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
"2020-10-22","13:45:15","54d215e5fdf99b5b9844dac9","binary_4ab","true",1,11,5,"102_session_602","tQNMrS_BuTslX21yAAAQ",6,66,"risky",41,13054,1,0,1,3,"choice",165009,0,"risky","sure1","risky","sure3","risky","",NA,NA,NA,NA,NA,NA,51,153,44,105,431,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,"Social","Con: 0","102_session_602",3,1,3
