"sub","alpha_mean_SL00_multiVar_LKJ","alpha_median_SL00_multiVar_LKJ","beta_mean_SL00_multiVar_LKJ","beta_median_SL00_multiVar_LKJ","soc_mean_SL00_multiVar_LKJ","soc_median_SL00_multiVar_LKJ","theta_mean_SL00_multiVar_LKJ","theta_median_SL00_multiVar_LKJ","log_lik_SL00_multiVar_LKJ","waic_SL00_multiVar_LKJ"
23,0.104674444546778,0.02699995,2.95764336888889,2.22684,0.363129379928922,0.313465,1.89171991526589,1.676765,-91.0259721222222,184.00952981225
24,0.369399838088889,0.348293,5.98601414666667,4.796895,0.278108498125222,0.2711365,1.68041176343111,1.27624,-38.6539156555556,79.615557658885
25,0.216381046848889,0.08242995,3.07623282788889,2.377285,0.602538342192778,0.6228225,1.10713203955556,0.9126595,-73.2978487444445,149.034440423482
26,0.604211057186722,0.6732795,2.59750086052222,2.05475,0.608089633046533,0.651184,-0.276720408072556,-0.3086115,-93.9930707555556,191.977795622491
27,0.347018671925556,0.1280155,5.17629858333333,4.7506,0.0601348729539667,0.0475472,1.88859077065011,1.71005,-55.4493054222222,112.918401813541
28,0.0386105664988889,0.0342581,8.52504878333333,6.87897,0.0177257102287429,0.01055135,2.2855694913773,2.19945,-30.2888289555556,61.9227751889146
29,0.520574594758889,0.647177,22.4563139988889,18.16135,0.0876348847157778,0.07901795,3.14797340391111,2.896785,-22.0948534111111,48.8154329777653
30,0.108365373097722,0.0491579,2.28681035930333,1.471255,0.231648534428333,0.190858,-0.392129187361333,-0.7196895,-95.8083851777778,194.273736706049
31,0.0550074115978889,0.033602,3.39897817133333,2.343335,0.29599039539107,0.2503615,-0.127782681772556,-0.4181675,-92.0933943555556,187.798388630251
32,0.66383824244,0.7466175,6.34106877988889,5.572405,0.376692600590778,0.391736,2.05927066605556,1.939105,-70.7828770888889,147.004204374218
33,0.236919757655556,0.208179,4.97194185666667,4.28666,0.317492177585556,0.3112465,1.39807077166978,1.17023,-59.2705492111111,121.115150985341
34,0.268023747244444,0.2643475,1.87512404944444,1.64523,0.246210470975556,0.2358065,2.52880212700222,2.272505,-77.2488640444444,156.726504758287
35,0.0475688405433333,0.0441611,16.9485963188889,14.21395,0.00970979551804622,0.00545645,2.29163040965444,2.209075,-19.4874822777778,40.4747186866621
36,0.139008398641111,0.0757571,12.4248101844444,9.82614,0.0198244211181711,0.01140045,2.38593000790733,2.322125,-15.7057396444444,32.8145728674982
37,0.0295714708031111,0.0281815,7.01189253222222,6.01486,0.0233330811729256,0.0127759,2.04343585023389,1.970275,-73.0662404666667,147.492917812495
38,0.295664391424444,0.2647765,8.12537128333333,5.646455,0.260253295013508,0.289951,0.853976183963112,0.3574715,-64.6514573333333,134.553295505402
39,0.126499230722222,0.125882,4.62464597666667,4.567215,0.0571247008563333,0.0457947,2.92321989927111,2.84623,-59.6911788,121.323536006364
40,0.157081319200889,0.1247455,1.915902556,1.532815,0.110218046990444,0.07871125,1.245006925309,0.7309105,-75.9229898555556,153.716352939259
41,0.014934665073,0.01259075,7.66695714666667,6.09948,0.0437967543349389,0.0232265,2.28163049582889,2.130215,-73.9373927333333,149.454890086364
42,0.135718777086667,0.0459092,8.76950402888889,7.36368,0.0296838478367967,0.0170841,2.01498783598556,1.858535,-30.0649639111111,61.525694545236
43,0.200653017516667,0.153926,11.3407720166667,9.17863,0.145910097013556,0.1317695,2.96397574805556,2.77757,-18.7648960555556,39.6778173337115
44,0.304572292663333,0.1883885,9.80829249222222,5.760765,0.115872145159556,0.08940025,0.636676128532789,0.08148375,-31.9878979333333,65.959189741828
45,0.0536614762777778,0.0466934,11.0165923277778,8.914315,0.0226756438924644,0.01199445,2.44092461064617,2.327765,-24.9887520777778,51.444897926585
46,0.170031942444444,0.167778,2.86461686888889,2.81384,0.0686402340681444,0.0486433,1.95083434115933,1.786285,-74.2099469,150.593147440531
47,0.145377843788111,0.134221,2.861275516,2.601775,0.204994041761,0.198743,3.52940572861889,3.3302,-84.4550840777778,171.77288190175
48,0.518228187359667,0.7107095,20.3632694555556,15.9695,0.0630238193096667,0.0583423,0.986780940984433,0.3331005,-29.8657029555556,97.3442876654239
49,0.174737297833,0.160438,1.74579144,1.279285,0.277803317022322,0.2498625,1.85441742610556,1.49434,-82.4205641111111,168.022173342314
50,0.229785615883333,0.196077,18.2803473411111,14.46015,0.0133661684904111,0.008357255,2.21631674197767,2.109355,-3.97617105444444,9.38053840577705
51,0.06598686254,0.0636707,7.96069032333333,6.88206,0.320800209555556,0.3179295,2.942235105,2.77235,-59.4635682111111,121.335016012343
52,0.125969483637778,0.1217635,2.83732560888889,2.60902,0.0744487395115556,0.048193,0.331523622154333,-0.421198,-54.7819618555556,112.016338717814
53,0.0622833160666667,0.0377649,4.54594797388889,3.47334,0.227501541528111,0.2207025,2.79406021432,2.627075,-72.5749521777778,147.575915814639
54,0.0844106422417256,0.0136712,2.58803652557778,1.5383,0.105801799094678,0.0638094,2.12170947471011,2.05341,-97.4148849333333,195.54994625778
55,0.0717652776055556,0.07242595,4.56428135333333,3.75701,0.164657837041,0.1641855,2.34639539986444,2.163235,-59.6985103666667,121.145234707205
56,0.0401908689672222,0.03611135,3.73839810333333,3.11728,0.168279371047444,0.158432,2.7846935913,2.46677,-85.6610521,173.564056401614
57,0.0821475599015,0.04059395,2.36838976287778,1.584465,0.167600347335333,0.135997,2.021962014983,1.58408,-94.9553363111111,190.946030308167
58,0.403769619042889,0.372432,2.31648853711111,1.20466,0.304703107769556,0.214622,0.138784607980944,-0.200511,-95.5989485888889,194.249655519832
59,0.0850910448931844,0.009345865,3.85856331366667,2.847445,0.15193021421535,0.03929795,1.66734300017367,1.45838,-97.4255369,195.688925296686
60,0.0840649068588889,0.0609207,2.11917344811111,1.474815,0.168186248834491,0.164398,3.06459947182022,3.04203,-85.9868832,175.656953921487
61,0.0318086032811111,0.02840855,5.09178274711111,4.063865,0.117837985257889,0.0915356,2.33105779757333,1.957145,-84.5265068888889,170.744128583418
62,0.148226249310133,0.04329465,3.26370213078889,2.37111,0.440788015281311,0.3933845,-0.271801196421778,-0.431832,-94.7697086666667,192.526248765057
63,0.813153808677778,0.8150225,8.23496437111111,7.932925,0.168597531622889,0.145645,2.17938834923889,1.943705,-35.6085268777778,73.166128283261
64,0.737061330014444,0.7671825,1.56827011811111,1.34229,0.308595735456333,0.2843855,2.02857470338722,1.887115,-88.9231705777778,184.263566968119
65,0.189556565833333,0.183566,6.04561721888889,5.56937,0.05674865418757,0.03665625,1.49698052326756,1.181585,-46.0055888333333,93.9849883598528
66,0.120684361311333,0.04304605,2.55587612145556,1.702335,0.135645001999889,0.116897,2.80640404382656,2.75187,-92.9811289555556,187.23586038645
67,0.782085970777778,0.806605,32.6965616677778,24.22075,0.0450888591877778,0.03800225,2.70590115785444,2.441275,-12.6164866288889,28.2201997060568
68,0.248678423068889,0.146588,17.1845993666667,10.62615,0.0524858483195556,0.0443812,3.18539763801333,2.865895,-14.6387857766667,29.6232059964802
69,0.404358346333333,0.392605,7.47724341444444,5.5409,0.131666778526778,0.123787,0.881338893191033,0.4968455,-41.8390835222222,86.3015013081355
70,0.0565873764411111,0.0479579,12.6210595388889,9.126145,0.0230519282177467,0.01709545,2.90603048916778,2.70131,-15.4623068777778,32.5151662272251
71,0.141718968774444,0.0934192,3.29625647333333,2.6833,0.639786431,0.6419965,1.39109053488889,1.256275,-65.4097032222222,132.950750912651
72,0.131285564144556,0.1155165,1.6730722878,1.496295,0.299351161356667,0.2870545,2.8254116035,2.54783,-89.2883893444444,180.81500532948
73,0.329910988888889,0.3011915,4.10251628222222,3.772125,0.240296154533333,0.2338165,4.04436431917889,3.85945,-42.1283102888889,87.580076697943
74,0.0834144034364667,0.01812525,3.37047006077778,2.50607,0.366647000274273,0.280612,1.48725836722311,1.098745,-94.0987462555556,190.150378101275
75,0.0186488639794444,0.01474905,6.27027761777778,4.959325,0.0465842417988576,0.02151055,2.02642238583303,1.896335,-65.5830242888889,132.605740272939
76,0.284966646869556,0.171422,3.30871595544444,2.33492,0.652856179638744,0.7699195,-0.283245352262222,-0.3673125,-92.4463207555556,187.868394483137
77,0.0481648278422222,0.04741505,8.62877296777778,6.826015,0.327145569095667,0.3344225,1.31794515639333,1.14162,-60.7635714333333,125.951863050109
78,0.0627518774133333,0.05792915,7.74112248688889,6.14803,0.095079531491,0.0565864,2.36858682261889,2.407955,-31.3966698444444,64.0738189416126
79,0.650334609433333,0.6531085,1.98126958277778,1.91177,0.205028933784444,0.2009885,2.90587445633333,2.627905,-74.4163025333333,151.526807293035
80,0.072318273891,0.04997655,9.38067167555556,6.721935,0.0315591719233333,0.02320915,2.02380404558872,1.77219,-21.2997829888889,44.3403789992225
81,0.0296763441821111,0.0232923,5.51780050666667,4.346235,0.04740588818661,0.01993465,1.755424071979,1.60613,-86.7301655777778,174.712187673654
82,0.422733965727778,0.4037345,3.13053410344444,2.813355,0.806224751,0.818233,3.589141063,3.448415,-53.5325470888889,109.940636812175
83,0.146596176954444,0.145994,4.85689834777778,4.51727,0.0843212197757556,0.0572882,1.60060875422256,1.38394,-69.0604836666667,140.074175765405
84,0.114532068083333,0.09322965,11.8095055211111,9.483935,0.0170052836744267,0.0101603,2.29057485826878,2.17484,-11.3916459777778,24.1203261902718
85,0.404638040685556,0.412679,2.95645534022222,2.169075,0.344309879323222,0.3300675,1.79678971117367,1.57256,-82.1569874555556,166.680468363265
86,0.330682029587778,0.3317625,2.62596271955556,2.43631,0.296289675511111,0.289152,2.32085292644444,2.070815,-61.1078124555556,125.14726687301
87,0.357106567015,0.3254915,1.78294732611111,1.52666,0.700023875666667,0.705312,2.92206650722222,2.84642,-57.4704461444444,118.740212492825
88,0.11515428768,0.109478,5.81446142222222,5.53778,0.0341980236500667,0.02144645,2.04384352840058,1.93351,-34.4880012444444,70.8803365084202
89,0.17520059297,0.160955,2.61546795144444,2.563865,0.206034554384222,0.19124,2.57999113933889,2.330165,-78.1892435777778,158.42330118962
90,0.645523032815781,0.757344,2.56494312,2.07176,0.458130838050511,0.507955,0.757263833122122,0.189041,-94.6223144444444,194.450803481914
91,0.378518393511111,0.370665,4.97084459444444,4.645375,0.247153828721222,0.2431285,0.857915298679333,0.7978455,-59.7080299555556,122.647624476167
92,0.807057310136667,0.81018,6.44296240533333,5.675735,0.471813386701111,0.4722475,0.228235770710833,0.1984815,-81.7145091222222,167.092093788925
93,0.25360625823,0.2138355,21.4494092622222,14.23265,0.0485427837807778,0.031461,3.07992988135667,2.860965,-3.72208414777778,8.48499860508578
94,0.19018404825,0.08402355,4.82210670888889,4.05522,0.0548257530024011,0.03890015,2.06866426028422,1.99952,-73.1515995444445,147.331365889767
95,0.286876485222222,0.2755555,4.67241986333333,4.194325,0.250202958328889,0.2475305,0.658281935777378,0.50313,-63.0292905777778,129.635588056742
96,0.0729944002433333,0.05963235,6.46035117444444,5.232185,0.0358036238402667,0.02340685,1.28577531896712,1.022455,-35.0109252,71.5237347067602
97,0.0529063141719,0.01367285,4.06355892033333,3.02922,0.12763290947729,0.03590515,1.75484513559633,1.51276,-96.1975474777778,193.010053767615
98,0.103217780196956,0.02609285,1.66195635852222,1.06209,0.209011749713111,0.205123,3.80201826248889,3.630455,-93.9890790777778,191.173737191058
99,0.135607565433333,0.1243755,6.69209937,5.22422,0.0716729320431111,0.04823595,2.30099041770322,2.190185,-20.7510712444444,43.2885963013115
100,0.0511971233022222,0.0395669,8.14396803111111,6.89317,0.0784011010497478,0.0573023,2.64252066268367,2.52452,-40.9341295888889,83.3889687426104
101,0.0717012788250011,0.0109894,2.05477241077778,1.25914,0.159566744739944,0.1094515,2.56293735633,2.24462,-96.5546357,194.133490983514
102,0.240755955186667,0.19212,23.6054083033333,15.47405,0.0184957744709111,0.0143543,2.48036884586122,2.358815,-4.20949878555556,10.0034377598008
103,0.754638219222222,0.759335,11.3542631033333,6.969175,0.155393714156333,0.1374945,2.19231893753444,1.938175,-16.0106059555556,33.4256928867811
104,0.891093560333333,0.898942,4.70425411444444,4.356175,0.173317439607,0.1679715,-0.338750481467189,-0.402432,-63.0174248777778,129.096089475355
105,0.164527111533333,0.1619405,4.35514436888889,3.771485,0.199087634323222,0.1922405,1.20439651963083,0.8932025,-55.2021541777778,113.251928821839
106,0.0625966415488889,0.06262535,4.44740790888889,4.382895,0.0517084722712222,0.03946555,2.57287574839333,2.3833,-68.4972959222222,138.892184052099
107,0.494084716077778,0.496534,17.9865140966667,14.78635,0.109681124298889,0.101356,-0.492828203923222,-0.381585,-47.5349278555556,98.7384900725802
108,0.424451054823333,0.3826605,10.0153256633333,7.626065,0.141329047140884,0.1410495,0.822159117261378,0.307231,-51.3001194444444,107.619716776594
109,0.0552094141477778,0.050685,7.96254825666667,6.1272,0.0519580097381111,0.0463203,2.96811493652,2.62822,-30.6353639888889,62.6206079754635
110,0.574559168777778,0.555694,3.75722783544444,3.51633,0.371122437802222,0.368128,1.58625833000889,1.41111,-68.7149144888889,139.506255733561
111,0.307349659678667,0.1722745,5.49651507577778,1.834205,0.321985435678889,0.21482,0.751719850140444,0.0481167,-91.8134000111111,190.331979338031
112,0.0297203985445556,0.0261413,12.6548309755556,9.38201,0.0194767071299,0.0142857,2.81357023332978,2.707875,-27.1396252222222,55.9696025599746
113,0.103990486653333,0.08932255,7.50508204777778,6.072415,0.0699677206360445,0.0634715,0.565540055427,0.111711,-35.9738877444444,74.8774237810198
114,0.366448091857889,0.230116,3.27011214714444,2.240115,0.930409419111111,0.9543565,-1.42896101966667,-1.282155,-58.9580887666667,119.653066482119
115,0.589652234753556,0.6391825,1.82197885455556,1.253795,0.225502187937889,0.153335,0.812489814247367,0.08918605,-92.4761060777778,188.919395677582
116,0.0498774765341111,0.0406734,6.95319265411111,4.32799,0.293379663026333,0.3124335,1.370677829717,0.694288,-72.6307876777778,150.699029003206
117,0.314933324092667,0.0725363,9.10623505444445,7.884465,0.209742976730989,0.2117635,3.11061729645778,2.95891,-40.1824842333333,84.619100869801
118,0.237432839452378,0.1535425,1.10354833795556,0.776279,0.567456364555556,0.557441,-2.05032115555556,-1.761265,-82.0246075888889,165.732208163807
119,0.246092732505556,0.197805,23.8617152855556,15.95245,0.0212464368031667,0.0160557,2.77004760545633,2.594625,-4.15454309,9.83612937369411
120,0.383601115876044,0.3977275,1.96617133806667,1.20475,0.259085311908556,0.166921,0.657389478608444,-0.0004115495,-95.1374942444444,193.574140258392
121,0.0877789507722222,0.0227137,11.9521256611111,10.11115,0.0537754680323944,0.02332295,2.16896897788511,2.050715,-41.464099,86.2400936032129
122,0.0486925806866667,0.0441704,6.97910532666667,5.843815,0.0612996124158556,0.0463474,1.54877197987111,1.30494,-52.8929801,107.410646527992
123,0.479174144888889,0.472006,3.97939774555556,3.71786,0.143250812837778,0.129876,2.37366799466052,2.141145,-70.9509743111111,143.945347029293
124,0.778989818333333,0.7721555,11.6218528572222,8.52156,0.484243030555556,0.4816265,1.579599634,1.3814,-49.6032070555556,102.897555231428
125,0.0175357518454444,0.0147717,11.9717861311111,9.07814,0.0444579758503222,0.0235601,1.97469232673978,1.926545,-86.7733511555556,175.948049438008
126,0.0597120012711111,0.05705345,4.83478609111111,3.92218,0.129782746307222,0.124086,1.76407876969453,1.44723,-61.1562705777778,124.300083471955
127,0.0924182788177778,0.09212335,2.24845989277778,2.08722,0.192758074799444,0.1745795,2.62346290693322,2.50781,-76.4995836111111,154.799079255061
128,0.132602304276667,0.1280325,1.92879853911111,1.78717,0.100792016299942,0.06943495,1.307437319152,0.983794,-73.3607135666667,149.055221909646
129,0.0845056662333333,0.0675415,7.62881655111111,6.092595,0.0259073748073944,0.0176516,1.33269902114889,1.206815,-26.0801343888889,54.0311869811732
130,0.361384816664444,0.309864,13.7152122077778,9.64455,0.113070636927778,0.104895,1.94606711246333,1.81668,-21.5361640222222,44.64179121194
131,0.0494751104151111,0.03340455,5.32545949544444,3.690445,0.184041808187214,0.08008445,1.04518431515746,0.2169305,-74.6231107555556,151.251713275465
132,0.695023540444444,0.6930255,16.2189816833333,13.48615,0.264778880822222,0.262669,-0.217147485651333,-0.227196,-59.3215607666667,124.327300111842
133,0.328930534431111,0.2717405,5.80018188,3.457165,0.149962249678111,0.1287755,1.33423137947884,0.54132,-58.7088267666667,119.86519661289
134,0.0391311633133333,0.03646455,4.43931373444444,3.74335,0.0944627469887555,0.0592905,1.98027813461322,1.824975,-77.9596888777778,157.061165613413
135,0.22125616817,0.18742,16.5886548611111,12.8174,0.0143934087127167,0.00892396,2.24362074779533,2.11361,-3.8313845,8.86888017850367
136,0.195496057744444,0.1924605,5.00138438222222,4.7711,0.13488284619,0.1269075,2.85882363248556,2.596425,-60.1580667444444,122.329360269629
137,0.1660700695,0.1667335,3.99854670444444,3.79968,0.0537893369969,0.0404687,2.58625207960667,2.472145,-30.2876334111111,62.4021458336328
138,0.633280448266667,0.6336405,1.54804153055556,1.416365,0.196203540588889,0.1742685,1.71562363756956,1.271255,-80.4323995,162.875701184838
139,0.334577909222222,0.3345765,4.414317588,4.04037,0.251944888114333,0.2596775,0.124058030701214,-0.0431401,-74.5361507333333,152.39827843238
140,0.552255061883889,0.5918515,1.33075680482222,1.107285,0.323424595928222,0.3011175,-0.849942044766111,-0.8253765,-91.3494575555556,188.058913905674
141,0.0972073875666667,0.0946584,4.47413010444444,4.43134,0.111778388218667,0.0820724,2.98011134374889,2.772255,-52.0562142111111,105.773098532265
142,0.0599221395755556,0.05064785,9.71988666333333,8.01638,0.0459768348910656,0.02351515,2.636517216158,2.564675,-31.7328110444444,64.8588288572504
143,0.754041570222222,0.7480625,11.9620467388889,11.6273,0.204451875185556,0.196679,3.20019539567778,3.031405,-31.9535060333333,67.9436915493622
144,0.0731388111955556,0.07233135,7.75925158777778,6.581585,0.334640684694444,0.332298,1.18991087377778,1.11983,-51.9712408333333,107.493347855254
145,0.335670640788889,0.3484655,6.09719269888889,5.434245,0.326271014844667,0.331201,0.00708860286781967,-0.03093885,-69.9307557,144.290808182234
146,0.228599448145556,0.22808,8.82225245211111,6.78889,0.4494885563,0.4521845,-0.597943240028778,-0.4626675,-83.1357453666667,170.15108934642
147,0.0428075949473333,0.0350018,4.50619719444444,3.198165,0.0593619287623333,0.04593325,0.668984847686,-0.1165425,-67.6777186444444,137.793994184624
148,0.0410504964968511,0.009612065,2.24045103063444,1.35804,0.120057562647811,0.0838779,2.64674250982367,2.434385,-97.1395101666667,195.123959138993
149,0.0289705375811111,0.02573175,9.61754505222222,7.85806,0.0145216355986322,0.008227835,2.28291457377333,2.21979,-40.6551756555556,82.7283708466043
150,0.456088256852789,0.471866,2.7617440747,1.709575,0.481183308555778,0.5413765,-0.509928308667267,-0.3544885,-93.5429116444444,191.3789242571
151,0.0356507875515556,0.02833955,11.5823907022222,8.758575,0.0297759831808122,0.0208536,2.859044104257,2.66588,-36.6735204555556,75.4895732794823
152,0.169887068492222,0.163607,2.68212384777778,2.58286,0.0628286009269111,0.0503382,2.21403662065289,2.168685,-58.6737630444444,119.727276744433
153,0.20369546572,0.154709,12.0812050355556,9.530075,0.0309169785704778,0.0257701,2.49334571289,2.3187,-12.2905235666667,25.568515494476
154,0.858327333666667,0.88386,7.69884336777778,7.150465,0.195507417932222,0.193432,-0.484640909862056,-0.4398405,-58.7978629222222,122.586594883747
155,0.124226994088889,0.06429365,4.41843553444444,3.625765,0.164537961446824,0.1470535,2.27847340189,2.129795,-52.7433393555556,107.551891351082
156,0.220457021726667,0.09157855,4.77819065666667,3.814205,0.0943164105610111,0.0682077,1.25896216865589,0.915587,-63.1074865888889,128.232012508515
157,0.0381734472228,0.01827135,4.221027445,3.15157,0.0781673789670167,0.03148165,1.87037126783522,1.682645,-94.0737444555556,189.026975966843
158,0.0710812849811111,0.0713733,6.22478392,5.59193,0.29797148401,0.2983995,2.76827505852222,2.59287,-54.3398120444444,111.335565018703
159,0.212112551651111,0.1975925,3.89920934888889,3.66253,0.176719940665222,0.1662815,2.74234765087,2.468865,-70.6484972888889,143.881490527119
160,0.346465955917667,0.338905,1.57492935626667,1.146145,0.161786798679733,0.1192355,1.88750951168308,1.50335,-94.8029471888889,192.068923497581
161,0.02844906536,0.01674165,4.82096219155556,3.676785,0.0685425815603556,0.02700175,1.68013757650844,1.64297,-94.3873920555556,189.758132734424
162,0.0584357283979889,0.01073895,2.55224333944444,1.471235,0.148321700592911,0.0603193,1.04419919515933,0.02274325,-97.4509469888889,196.15311302212
163,0.06864638012513,0.01531475,2.82841536758889,1.741605,0.0924013982780667,0.04736915,1.94555888804959,1.606065,-97.7971351333333,196.458309976622
164,0.0563590304791233,0.01313585,2.52519259721111,1.54623,0.102137047790311,0.07322405,2.45232448674544,2.467495,-97.3323744555556,195.530624161749
165,0.0393419771528889,0.02641195,3.69666820667778,2.97105,0.399359128118889,0.3977035,4.24793034011111,4.05623,-71.2997254444444,147.441592491203
166,0.0304860671688889,0.02791985,6.11020187333333,5.133685,0.0491950147079378,0.02670415,1.88524264625036,1.77731,-65.5155773222222,132.177479191647
167,0.0783407979961478,0.00855209,2.34634041365556,1.40352,0.109683827705856,0.0601728,1.60063346176567,1.456955,-97.5764637,196.050286126102
168,0.0751081871677778,0.06833685,6.20923621888889,5.408535,0.0793085547118889,0.068493,2.08488384322733,1.942,-44.8380837111111,91.1120603128408
169,0.243105985411111,0.2336985,3.51193287111111,2.987375,0.103855080473667,0.0782019,1.63444971553467,1.09359,-61.2580008777778,124.592857989782
170,0.529838354932222,0.58294,1.84162852066667,1.64419,0.356976619015556,0.355375,2.65718325711111,2.365605,-76.3094940555556,155.837349929624
171,0.102252349805556,0.0992006,5.75943637333333,5.379395,0.0931693370202222,0.07663415,2.96655673347689,2.84383,-68.9375624888889,139.738812319463
172,0.145337598605222,0.03589615,2.89590537408889,1.72849,0.196540700958222,0.160042,2.52813287084927,2.29183,-95.1458260777778,191.078675956508
173,0.326357787426667,0.2306175,8.46988846,7.50733,0.259141984704444,0.252876,2.81080234022222,2.48053,-37.7219573,77.5450573297249
174,0.0230446244502222,0.0199863,7.35615076111111,6.03862,0.0465807024825444,0.02581795,2.20792672218072,2.175255,-85.6421973444444,172.562044221904
175,0.08846240156,0.046815,3.12744099411111,2.20454,0.307170828018764,0.2737825,0.019992103705,-0.364785,-92.2227114,187.460098798062
176,0.184042901933333,0.1770385,3.90852232555556,3.838885,0.0606107399152556,0.04354715,1.98455198138344,1.884485,-53.5321067666667,109.077141108494
177,0.388719349111222,0.360877,1.77748557468889,1.348275,0.540447515177778,0.527223,-1.21345594892222,-0.888774,-86.4939758444444,175.003635425975
178,0.398672736051111,0.370435,2.67399584340111,2.040085,0.782519002333333,0.789886,2.76594136344444,2.62202,-59.6367409222222,122.076481625495
179,0.302159065296667,0.29217,6.32687747333333,5.268955,0.0340456201514556,0.0222852,1.25706980019667,0.9818995,-26.4864837888889,55.043202815601
180,0.0957258249422222,0.0601698,3.81239593011111,2.980205,0.103387859606888,0.05867915,1.68634356317922,1.51593,-81.1368657777778,163.263089632652
181,0.0577912669805556,0.03637475,2.81023998482222,2.008245,0.125445383984222,0.1058585,1.45175777508556,1.59551,-91.4509924,184.293088042391
182,0.0922748611366667,0.09074125,3.62474341888889,3.25535,0.130368750245333,0.105268,1.73726412874358,1.26897,-72.6558884777778,147.238731388731
183,0.183000382948889,0.167371,7.57766661533333,5.918885,0.654486810333333,0.65406,1.53655057555556,1.479185,-49.9166627555556,102.895936311178
184,0.0309975323013333,0.02377305,5.58809437622222,3.97881,0.0565342780561111,0.0409689,2.53417399811133,2.46734,-85.5790197333333,172.579764696732
