0.,0.,0.,0.45,6.5497000000000005
0.,0.,0.,0.5,6.913600000000001
0.,0.,0.,0.8,10.3704
0.,0.,0.,0.8500000000000001,11.3131
0.,0.,0.05,0.45,6.883900000000001
0.,0.,0.05,0.5,7.2452000000000005
0.,0.,0.05,0.8,10.575700000000001
0.,0.,0.05,0.8500000000000001,11.453100000000001
0.,0.,0.1,0.45,7.1987000000000005
0.,0.,0.1,0.5,7.554600000000001
0.,0.,0.1,0.8,10.741800000000001
0.,0.,0.1,0.8500000000000001,11.5542
0.,0.,0.15,0.45,7.4945
0.,0.,0.15,0.5,7.8426
0.,0.,0.15,0.8,10.8727
0.,0.,0.15,0.8500000000000001,11.621
0.,0.,0.2,0.45,7.7717
0.,0.,0.2,0.5,8.1096
0.,0.,0.2,0.8,10.9719
0.,0.,0.2,0.8500000000000001,11.6576
0.,0.,0.25,0.45,8.0309
0.,0.,0.25,0.5,8.3565
0.,0.,0.25,0.8,11.0425
0.,0.,0.25,0.8500000000000001,11.6675
0.,0.,0.3,0.45,8.2723
0.,0.,0.3,0.5,8.5837
0.,0.,0.3,0.8,11.087200000000001
0.,0.,0.3,0.8500000000000001,11.6537
0.,0.,0.35000000000000003,0.45,8.496500000000001
0.,0.,0.35000000000000003,0.5,8.7918
0.,0.,0.35000000000000003,0.8,11.108500000000001
0.,0.,0.35000000000000003,0.8500000000000001,11.6188
0.,0.,0.4,0.45,8.7037
0.,0.,0.4,0.5,8.9814
0.,0.,0.4,0.8,11.108600000000001
0.,0.,0.4,0.8500000000000001,11.565100000000001
0.,0.,0.45,0.45,8.894300000000001
0.,0.,0.45,0.5,9.1532
0.,0.,0.45,0.8,11.089400000000001
0.,0.,0.45,0.8500000000000001,11.4947
0.,0.,0.5,0.45,9.068800000000001
0.,0.,0.5,0.5,9.307500000000001
0.,0.,0.5,0.8,11.0526
0.,0.,0.5,0.8500000000000001,11.4092
0.,0.,0.55,0.45,9.227500000000001
0.,0.,0.55,0.5,9.4449
0.,0.,0.55,0.8,10.9999
0.,0.,0.55,0.8500000000000001,11.3102
0.,0.,0.6,0.45,9.370700000000001
0.,0.,0.6,0.5,9.566
0.,0.,0.6,0.8,10.932500000000001
0.,0.,0.6,0.8500000000000001,11.199200000000001
0.,0.,0.65,0.45,9.4989
0.,0.,0.65,0.5,9.671100000000001
0.,0.,0.65,0.8,10.8519
0.,0.,0.65,0.8500000000000001,11.077300000000001
0.,0.,0.7000000000000001,0.45,9.6122
0.,0.,0.7000000000000001,0.5,9.760900000000001
0.,0.,0.7000000000000001,0.8,10.7591
0.,0.,0.7000000000000001,0.8500000000000001,10.9457
0.,0.,0.75,0.45,9.7111
0.,0.,0.75,0.5,9.835600000000001
0.,0.,0.75,0.8,10.6553
0.,0.,0.75,0.8500000000000001,10.8053
0.,0.,0.8,0.45,9.7959
0.,0.,0.8,0.5,9.895900000000001
0.,0.,0.8,0.8,10.5413
0.,0.,0.8,0.8500000000000001,10.6571
0.,0.,0.8500000000000001,0.45,9.866900000000001
0.,0.,0.8500000000000001,0.5,9.942
0.,0.,0.8500000000000001,0.8,10.418000000000001
0.,0.,0.8500000000000001,0.8500000000000001,10.501800000000001
0.,0.,0.9,0.45,9.9244
0.,0.,0.9,0.5,9.9745
0.,0.,0.9,0.8,10.286200000000001
0.,0.,0.9,0.8500000000000001,10.34
0.,0.,0.9500000000000001,0.45,9.9686
0.,0.,0.9500000000000001,0.5,9.9937
0.,0.,0.9500000000000001,0.8,10.146700000000001
0.,0.,0.9500000000000001,0.8500000000000001,10.172600000000001
0.,0.,1.,0.45,10.
0.,0.,1.,0.5,10.
0.,0.,1.,0.8,10.
0.,0.,1.,0.8500000000000001,10.
0.,1.,0.,0.45,6.5497000000000005
0.,1.,0.,0.5,6.913600000000001
0.,1.,0.,0.8,10.3704
0.,1.,0.,0.8500000000000001,11.3131
0.,1.,0.05,0.45,6.883900000000001
0.,1.,0.05,0.5,7.2452000000000005
0.,1.,0.05,0.8,10.575700000000001
0.,1.,0.05,0.8500000000000001,11.453100000000001
0.,1.,0.1,0.45,7.1987000000000005
0.,1.,0.1,0.5,7.554600000000001
0.,1.,0.1,0.8,10.741800000000001
0.,1.,0.1,0.8500000000000001,11.5542
0.,1.,0.15,0.45,7.4945
0.,1.,0.15,0.5,7.8426
0.,1.,0.15,0.8,10.8727
0.,1.,0.15,0.8500000000000001,11.621
0.,1.,0.2,0.45,7.7717
0.,1.,0.2,0.5,8.1096
0.,1.,0.2,0.8,10.9719
0.,1.,0.2,0.8500000000000001,11.6576
0.,1.,0.25,0.45,8.0309
0.,1.,0.25,0.5,8.3565
0.,1.,0.25,0.8,11.0425
0.,1.,0.25,0.8500000000000001,11.6675
0.,1.,0.3,0.45,8.2723
0.,1.,0.3,0.5,8.5837
0.,1.,0.3,0.8,11.087200000000001
0.,1.,0.3,0.8500000000000001,11.6537
0.,1.,0.35000000000000003,0.45,8.496500000000001
0.,1.,0.35000000000000003,0.5,8.7918
0.,1.,0.35000000000000003,0.8,11.108500000000001
0.,1.,0.35000000000000003,0.8500000000000001,11.6188
0.,1.,0.4,0.45,8.7037
0.,1.,0.4,0.5,8.9814
0.,1.,0.4,0.8,11.108600000000001
0.,1.,0.4,0.8500000000000001,11.565100000000001
0.,1.,0.45,0.45,8.894300000000001
0.,1.,0.45,0.5,9.1532
0.,1.,0.45,0.8,11.089400000000001
0.,1.,0.45,0.8500000000000001,11.4947
0.,1.,0.5,0.45,9.068800000000001
0.,1.,0.5,0.5,9.307500000000001
